nom, addresse, téléphone, site internet, réseaux sociaux, email, horaire, nombres de note, note, latitude, longitude, country, city, category, code, info, zip, url
"Mediated - Marketing Digital", "", "+262 692 20 33 57", "mediated.fr", "", "contact@mediated.fr", "dimanche, Fermé; lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi, de 09:00 à 17:00; jeudi, de 09:00 à 17:00; vendredi, de 09:00 à 17:00; samedi, de 09:00 à 12:00. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Mediated+-+Marketing+Digital/data=!4m7!3m6!1s0x8b822f7f57d818cf:0x78f32d627776cd6!8m2!3d-20.9944883!4d55.458507!16s%2Fg%2F11sk92429d!19sChIJzxjYV38vgosR1mx3J9Yyjwc?authuser=0&hl=fr&rclk=1"
"Matcha Communication", "", "06 65 29 98 56", "matchacommunication.fr", "", "pauline@matchacommunication.fr", "lundi, de 09:30 à 19:00; mardi, de 09:30 à 19:00; mercredi, de 09:30 à 19:00; jeudi, de 09:30 à 19:00; vendredi, de 09:30 à 19:00; samedi, Fermé; dimanche, Fermé. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Matcha+Communication/data=!4m7!3m6!1s0x84daafbe031c3455:0x165551333ac350b!8m2!3d45.8400134!4d0.4096275!16s%2Fg%2F11rjsspzln!19sChIJVTQcA76v2oQRCzWsMxNVZQE?authuser=0&hl=fr&rclk=1"
"Accompagnement et Conseil en Marketing Communication", "Rte des Bougainvillees, Saint-Denis 97417, La Réunion", "+262 693 41 78 78", "mypineapple.fr", "", "contact@mypineapple.fr", "lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi, de 09:00 à 17:00; jeudi, de 09:00 à 17:00; vendredi, de 09:00 à 17:00; samedi, Fermé; dimanche, Fermé. ", "", "", "-20.898734", "55.4148037", "France", "La Réunion", "Agence de marketing", "4C68+6P Saint-Denis, La Réunion", "", "La", "https://www.google.fr/maps/place/Accompagnement+et+Conseil+en+Marketing+Communication/data=!4m7!3m6!1s0x21827f206a1bed81:0x5ad377c530e57789!8m2!3d-20.8893927!4d55.4168242!16s%2Fg%2F11f662yk79!19sChIJge0baiB_giERiXflMMV301o?authuser=0&hl=fr&rclk=1"
"Le Lab Social", "8 Rue Rambuteau, 75003 Paris", "06 64 58 84 33", "lelabsocial.com", "", "hello@lelabsocial.com", "vendredi, de 09:00 à 19:00; samedi, de 09:00 à 19:00; dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi (Toussaint), de 09:00 à 19:00, Les horaires peuvent être modifiés.; jeudi, de 09:00 à 19:00. ", "", "5,0  ", "48.8603622", "2.3562205", "France", "Paris", "Agence de marketing", "V964+5F Paris", "", "75003", "https://www.google.fr/maps/place/Le+Lab+Social/data=!4m7!3m6!1s0x47e66f9891d5baef:0x54cf02c2201cc319!8m2!3d48.8604138!4d2.3562409!16s%2Fg%2F11pz2fwf8h!19sChIJ77rVkZhv5kcRGcMcIMICz1Q?authuser=0&hl=fr&rclk=1"
"Agence X10", "9 Route du Bras des Etangs, Cilaos 97413, La Réunion", "+262 693 06 54 12", "agencex10.com", "", "contact@agencex10.com", "jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, de 09:00 à 11:00; dimanche, Fermé; lundi, de 13:30 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00. ", "", "5,0  ", "-21.1336359", "55.4676279", "France", "La Réunion", "Agence de marketing", "VF68+WM Cilaos, La Réunion", "", "La", "https://www.google.fr/maps/place/Agence+X10/data=!4m7!3m6!1s0x21829d2258e5fc4f:0xdb3ed24d18807b95!8m2!3d-21.137653!4d55.466697!16s%2Fg%2F11ty4ym9d0!19sChIJT_zlWCKdgiERlXuAGE3SPts?authuser=0&hl=fr&rclk=1"
"PIXIV", "10 Rue des Chalmettes, 43000 Le Puy-en-Velay", "06 13 60 44 55", "pixiv.fr", "", "victor@pixiv.fr", "", "", "5,0  ", "45.0402849", "3.8911753", "France", "Le Puy en Velay", "Agence de marketing", "2VRR+2G Le Puy-en-Velay", "", "43000", "https://www.google.fr/maps/place/PIXIV/data=!4m7!3m6!1s0x41e8cc57b08e6075:0x6432660bfb1634ee!8m2!3d45.0400952!4d3.891362!16s%2Fg%2F11tf986tnt!19sChIJdWCOsFfM6EER7jQW-wtmMmQ?authuser=0&hl=fr&rclk=1"
"CLEATIS | Agence web, site internet  SEO au Puy en Velay", "7 Rue Simone Weill, 43000 Le Puy-en-Velay", "04 27 70 99 47", "cleatis.fr", "", "contact@cleatis.fr", "vendredi, de 08:00 à 18:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 08:00 à 18:00; mercredi (Toussaint), de 08:00 à 18:00, Les horaires peuvent être modifiés.; jeudi, de 08:00 à 18:00. ", "", "5,0  ", "", "", "France", "Le Puy en Velay", "Agence de marketing", "2VPJ+WV Le Puy-en-Velay", "", "43000", "https://www.google.fr/maps/place/CLEATIS+%7C+Agence+web,+site+internet+%26+SEO+au+Puy+en+Velay/data=!4m7!3m6!1s0x47f5fbbb0b0fc357:0xe24cb9764ee6fa65!8m2!3d45.037308!4d3.8822175!16s%2Fg%2F11mxdr7b44!19sChIJV8MPC7v79UcRZfrmTna5TOI?authuser=0&hl=fr&rclk=1"
"ODS com", "142 Rue Denfert Rochereau, 02100 Saint-Quentin", "06 08 82 88 10", "odscom.com", "", "agence@odscom.com", "jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00. ", "1 ", "5,0  ", "49.8505555", "3.2763989", "France", "Saint Quentin", "Agence de marketing", "V72G+6G Saint-Quentin", "", "02100", "https://www.google.fr/maps/place/ODS+com/data=!4m7!3m6!1s0x47e8188aa259f845:0xb1c36d04bfddbba1!8m2!3d49.8505716!4d3.2763185!16s%2Fg%2F11q1q8vgdz!19sChIJRfhZoooY6EcRobvdvwRtw7E?authuser=0&hl=fr&rclk=1"
"Leadmedia", "12 Rue René Guésnier, 93000 Bobigny", "01 84 60 23 13", "leadmedia.fr", "", "contact@leadmedia.fr", "lundi, de 08:30 à 19:00; mardi, de 08:30 à 19:00; mercredi, de 08:30 à 19:00; jeudi, de 08:30 à 19:00; vendredi, de 08:30 à 19:00; samedi, Fermé; dimanche, Fermé. ", "", "", "48.9106456", "2.4530864", "France", "Bobigny", "Agence de marketing", "WF63+67 Bobigny", "", "93000", "https://www.google.fr/maps/place/Leadmedia/data=!4m7!3m6!1s0x2bb044d080637219:0x275db1cef1475211!8m2!3d48.9105849!4d2.4531562!16s%2Fg%2F11ry4wxpwh!19sChIJGXJjgNBEsCsREVJH8c6xXSc?authuser=0&hl=fr&rclk=1"
"Tojuma", "139 bis Av. de la Dhuys, 93170 Bagnolet", "06 89 38 78 12", "tojuma.fr", "", "vincent@tojuma.fr", "lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé; dimanche, Fermé. ", "", "", "48.8719407", "2.4164487", "France", "Bagnolet", "Agence de marketing", "VCG9+5H Bagnolet", "", "93170", "https://www.google.fr/maps/place/Tojuma/data=!4m7!3m6!1s0x47e66d0ca908bf55:0x4f42227dfc4407ac!8m2!3d48.8754028!4d2.418964!16s%2Fg%2F1hhj8mzd2!19sChIJVb8IqQxt5kcRrAdE_H0iQk8?authuser=0&hl=fr&rclk=1"
"LeoLePlug Agency", "", "06 04 13 03 50", "leoleplug.com", "", "leoleplugagency@gmail.com", "vendredi, de 09:00 à 18:00; samedi, de 10:00 à 16:00; dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi (Toussaint), de 09:00 à 18:00, Les horaires peuvent être modifiés.; jeudi, de 09:00 à 18:00. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/LeoLePlug+Agency/data=!4m7!3m6!1s0xacc7084046ee7d71:0x748e2e088739e52a!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11js_hmv_c!19sChIJcX3uRkAIx6wRKuU5hwgujnQ?authuser=0&hl=fr&rclk=1"
"Agence 25 Digital Marketing Agency", "", "+41 78 916 56 24", "agence25.com", "", "contact@agence25.com", "mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, de 10:00 à 13:00; dimanche, Fermé; lundi, de 09:00 à 18:00. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Agence+25+Digital+Marketing+Agency/data=!4m7!3m6!1s0x478db38bfe2043a3:0xd7972ce26a8190d7!8m2!3d46.8108683!4d7.3447314!16s%2Fg%2F11gxmv2vrk!19sChIJo0Mg_ouzjUcR15CBauIsl9c?authuser=0&hl=fr&rclk=1"
"Agence BUILD COMMUNICATION", "Savoie Technolac, 18 Rue du Lac Saint-André, 73370 Le Bourget-du-Lac", "04 79 33 03 30", "agencebuild.fr", "", "contact@agencebuild.fr", "vendredi, de 08:30 à 12:00, de 14:00 à 16:00; samedi, Fermé; dimanche, Fermé; lundi, de 08:30 à 12:00, de 14:00 à 17:30; mardi, de 08:30 à 12:00, de 14:00 à 17:30; mercredi (Toussaint), de 08:30 à 12:00, de 14:00 à 17:30, Les horaires peuvent être modifiés.; jeudi, de 08:30 à 12:00, de 14:00 à 17:30. ", "", "", "", "", "France", "Le Bourget du Lac", "Agence de marketing", "JVRF+R6 Le Bourget-du-Lac", "", "73370", "https://www.google.fr/maps/place/Agence+BUILD+COMMUNICATION/data=!4m7!3m6!1s0x478b09cb84289721:0x567a6315e546d50e!8m2!3d45.6420805!4d5.8730929!16s%2Fg%2F11ggt09cx6!19sChIJIZcohMsJi0cRDtVG5RVjelY?authuser=0&hl=fr&rclk=1"
"Enjoliweb - Agence web", "", "06 82 64 60 77", "enjoliweb.com", "", "contact@enjoliweb.com", "vendredi, de 09:00 à 12:00, de 14:00 à 19:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 12:00, de 14:00 à 19:00; mardi, de 09:00 à 12:00, de 14:00 à 19:00; mercredi (Toussaint), Fermé, Les horaires peuvent être modifiés.; jeudi, de 09:00 à 12:00, de 14:00 à 19:00. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Enjoliweb+-+Agence+web/data=!4m7!3m6!1s0x12cbb5723f84578d:0x5c1ddaefd3bd244b!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11hp9cnjxw!19sChIJjVeEP3K1yxIRSyS90-_aHVw?authuser=0&hl=fr&rclk=1"
"l'entreprise 3.0 | agence de marketing digital Draguignan VAR", "435 Chemin des Faïsses , numéro 10 bis, lotissement Saint-Martin, 83300 Draguignan", "06 41 04 29 58", "lentreprise3point0.fr", "", "info@yourwebsite.com", "vendredi, de 08:00 à 17:30; samedi, Fermé; dimanche, Fermé; lundi, de 08:00 à 17:30; mardi, de 08:00 à 17:30; mercredi, de 08:00 à 17:30; jeudi, de 08:00 à 17:30. ", "", "", "", "", "France", "Draguignan", "Agence de marketing", "GGH2+XH Draguignan", "", "83300", "https://www.google.fr/maps/place/l%27entreprise+3.0+%7C+agence+de+marketing+digital+Draguignan+VAR/data=!4m7!3m6!1s0x12cea99dbef4e691:0xc180dc3eaa2863d!8m2!3d43.5299042!4d6.5014459!16s%2Fg%2F11ll4xg197!19sChIJkeb0vp2pzhIRPYai6sMNGAw?authuser=0&hl=fr&rclk=1"
"Agence de communication - Caom", "Pl. de l'Église, 44750 Quilly", "06 32 97 06 53", "agence-caom.fr", "", "camille@agence-caom.fr", "vendredi, de 09:00 à 13:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi (Toussaint), de 09:00 à 17:00, Les horaires peuvent être modifiés.; jeudi, de 09:00 à 17:00. ", "", "", "47.4614077", "-1.9546032", "France", "Quilly", "Agence de marketing", "F26W+H7 Quilly", "", "44750", "https://www.google.fr/maps/place/Agence+de+communication+-+Caom/data=!4m7!3m6!1s0x480f7f8126203703:0xcf3183b31ec95681!8m2!3d47.4614419!4d-1.9543273!16s%2Fg%2F11l32b1lhj!19sChIJAzcgJoF_D0gRgVbJHrODMc8?authuser=0&hl=fr&rclk=1"
"Advency Marketing", "", "07 66 68 23 30", "advencymarketing.fr", "", "abuse@ovh.net", "dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, de 09:00 à 18:00. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Advency+Marketing/data=!4m7!3m6!1s0x7b9d756959c514d:0x738fc9ee7738352c!8m2!3d48.957256!4d2.9034789!16s%2Fg%2F11sv542blv!19sChIJTVGclVbXuQcRLDU4d-7Jj3M?authuser=0&hl=fr&rclk=1"
"💻 Ma Com 360 | Communication  Visites Virtuelles | Occitanie Nord 📸", "163 route du lac, Lot. le Babinas, 12160 Manhac", "07 86 28 82 62", "macom360.com", "", "digital@macom360.com", "mercredi, de 08:00 à 18:00; jeudi, de 08:00 à 18:00; vendredi, de 08:00 à 18:00; samedi, Fermé; dimanche, Fermé; lundi, de 08:00 à 18:00; mardi, de 08:00 à 18:00. ", "", "4,2  ", "", "", "France", "Manhac", "Agence de marketing", "7FMP+VP Manhac", "", "12160", "https://www.google.fr/maps/place/%F0%9F%92%BB+Ma+Com+360+%7C+Communication+%26+Visites+Virtuelles+%7C+Occitanie+Nord+%F0%9F%93%B8/data=!4m7!3m6!1s0x12b278c5997b2333:0xcb5fdaed863d7c0!8m2!3d44.2846984!4d2.4867815!16s%2Fg%2F11b7k3fsll!19sChIJMyN7mcV4shIRwNdj2K79tQw?authuser=0&hl=fr&rclk=1"
"Digital First", "5 Rue de l'Orme Thibault, 92500 Rueil-Malmaison", "06 63 58 53 87", "digital-first.fr", "", "thierry@digital-first.fr", "dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00; jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, Fermé. ", "", "", "48.8766207", "2.1904347", "France", "Rueil Malmaison", "Agence de marketing", "V5GR+M5 Rueil-Malmaison", "", "92500", "https://www.google.fr/maps/place/Digital+First/data=!4m7!3m6!1s0x47e664a0f377e54f:0x948121179c4ba8a6!8m2!3d48.8767181!4d2.1904957!16s%2Fg%2F11cjhjw6d0!19sChIJT-V386Bk5kcRpqhLnBchgZQ?authuser=0&hl=fr&rclk=1"
"A Conseil", "55 Av. de Colmar, 92500 Rueil-Malmaison", "01 81 22 21 88", "aconseil.fr", "", "rgpd@aconseil.fr", "mardi, de 09:30 à 18:30; mercredi, de 09:30 à 18:30; jeudi, de 09:30 à 18:30; vendredi, de 09:30 à 18:30; samedi, Fermé; dimanche, Fermé; lundi, de 09:30 à 18:30. ", "", "5,0  ", "48.8864719", "2.1741301", "France", "Rueil Malmaison", "Agence de marketing", "V5PF+GQ Rueil-Malmaison", "", "92500", "https://www.google.fr/maps/place/A+Conseil/data=!4m7!3m6!1s0x47e6728b323deec9:0xcc66d6226c14b198!8m2!3d48.8863572!4d2.174397!16s%2Fg%2F1hc41y4jh!19sChIJye49Moty5kcRmLEUbCLWZsw?authuser=0&hl=fr&rclk=1"
"Marque And Co", "30 Bd Bellerive, 92500 Rueil-Malmaison", "01 47 14 00 65", "marqueandco.fr", "", "jobs@marqueandco.fr", "mardi, de 09:30 à 18:30; mercredi, de 09:30 à 18:30; jeudi, de 09:30 à 18:30; vendredi, de 09:30 à 18:30; samedi, Fermé; dimanche, Fermé; lundi, de 09:30 à 18:30. ", "", "4,3  ", "48.8820903", "2.1634042", "France", "Rueil Malmaison", "Agence de marketing", "V5J7+MG Rueil-Malmaison", "", "92500", "https://www.google.fr/maps/place/Marque+And+Co/data=!4m7!3m6!1s0x47e67aebfdd07cd7:0x49fd50a19cee4f3c!8m2!3d48.8816617!4d2.1638305!16s%2Fg%2F1tdz8r92!19sChIJ13zQ_et65kcRPE_unKFQ_Uk?authuser=0&hl=fr&rclk=1"
"Pobs Agence digital", "", "06 95 73 34 68", "pobs.digital", "", "ayman@pobs.digital", "", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Pobs+Agence+digital/data=!4m7!3m6!1s0x44551130fbc0639b:0xf75695ae017e34ba!8m2!3d44.3590781!4d2.5698556!16s%2Fg%2F11rpzj8m2p!19sChIJm2PA-zARVUQRujR-Aa6VVvc?authuser=0&hl=fr&rclk=1"
"MOKA CONSULT", "2 Rue Lechappe, 78290 Croissy", "09 72 32 89 97", "mokaconsult.com", "", "contact@mokaconsult.com", "lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00; jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, Fermé; dimanche, Fermé. ", "", "", "48.8781366", "2.1443259", "France", "Croissy", "Agence de marketing", "V4HV+7Q Croissy", "", "78290", "https://www.google.fr/maps/place/MOKA+CONSULT/data=!4m7!3m6!1s0x47e6632079755833:0xc953ab4adb094b0c!8m2!3d48.8782038!4d2.1444902!16s%2Fg%2F11cjhnpk_5!19sChIJM1h1eSBj5kcRDEsJ20qrU8k?authuser=0&hl=fr&rclk=1"
"Fooly Digital", "", "06 61 55 13 42", "foolydigital.com", "", "contact@foolydigital.com", "lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé; dimanche, Fermé. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Fooly+Digital/data=!4m7!3m6!1s0x47e5df669bfe897d:0x8913488b1127865c!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11mv5vhlsw!19sChIJfYn-m2bf5UcRXIYnEYtIE4k?authuser=0&hl=fr&rclk=1"
"Bluefox digital", "45 Rte des Brujoux, 24430 Coursac", "06 79 65 94 97", "bluefox-digital.com", "", "97bruno.poirier@bluefox-digital.com", "vendredi, de 08:30 à 17:00; samedi, Fermé; dimanche, Fermé; lundi, de 08:30 à 17:00; mardi, de 08:30 à 17:00; mercredi (Toussaint), de 08:30 à 17:00, Les horaires peuvent être modifiés.; jeudi, de 08:30 à 17:00. ", "", "5,0  ", "45.1170751", "0.6608231", "France", "Coursac", "Agence de marketing", "4M77+8P Coursac", "", "24430", "https://www.google.fr/maps/place/Bluefox+digital/data=!4m7!3m6!1s0x47ff795f5582a445:0xe9e19f9c2acb7245!8m2!3d45.1133591!4d0.6643526!16s%2Fg%2F11qh7k4j2b!19sChIJRaSCVV95_0cRRXLLKpyf4ek?authuser=0&hl=fr&rclk=1"
"MEDIAPOST", "13 Rue Curie, 68000 Colmar", "03 89 21 04 51", "mediapost.fr", "", "exercicedesdroits@mediapost.fr", "vendredi, de 09:00 à 17:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi, de 09:00 à 17:00; jeudi, de 09:00 à 17:00. ", "", "3,6  ", "48.1078096", "7.3727891", "France", "Colmar", "Agence de marketing", "495F+74 Colmar", "", "68000", "https://www.google.fr/maps/place/MEDIAPOST/data=!4m7!3m6!1s0x4791663b7df5b3eb:0x6ae26b2e9529e2a6!8m2!3d48.1082187!4d7.372787!16s%2Fg%2F1tfjdghf!19sChIJ67P1fTtmkUcRpuIplS5r4mo?authuser=0&hl=fr&rclk=1"
"Agence NAKKO", "23 Rue des Aunes, 68000 Colmar", "03 67 30 10 44", "agence-nakko.com", "", "contact@agence-nakko.com", "jeudi, de 08:00 à 19:00; vendredi, de 08:00 à 19:00; samedi, de 08:00 à 19:00; dimanche, Fermé; lundi, de 08:00 à 19:00; mardi, de 08:00 à 19:00; mercredi, de 08:00 à 19:00. ", "4 ", "5,0  ", "48.0639814", "7.349408", "France", "Colmar", "Agence de marketing", "387X+HQ Colmar", "", "68000", "https://www.google.fr/maps/place/Agence+NAKKO/data=!4m7!3m6!1s0x479165898a057277:0x9486693aeaad3d25!8m2!3d48.0639564!4d7.3494485!16s%2Fg%2F11nzvrh7ht!19sChIJd3IFiollkUcRJT2t6jpphpQ?authuser=0&hl=fr&rclk=1"
"Hybrid Concept - Agence de communication - Graphisme - Colmar", "", "06 83 39 27 39", "hybrid-concept.fr", "", "contact@hybrid-concept.fr", "jeudi, de 09:00 à 20:00; vendredi, de 09:00 à 20:00; samedi, de 09:00 à 13:00; dimanche, Fermé; lundi, de 09:00 à 20:00; mardi, de 09:00 à 20:00; mercredi, de 09:00 à 20:00. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Hybrid+Concept+-+Agence+de+communication+-+Graphisme+-+Colmar/data=!4m7!3m6!1s0x8e4156bed7504df7:0xfd4e00a45ee19bc0!8m2!3d48.7947683!4d5.8086071!16s%2Fg%2F11q4bwsp2r!19sChIJ901Q175WQY4RwJvhXqQATv0?authuser=0&hl=fr&rclk=1"
"PUBLICIS REGICOM", "5 Rue Denis Papin, 68000 Colmar", "0 800 10 02 85", "publicisregicom.fr", "", "service-clients@regicom.fr", "vendredi, de 09:00 à 18:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00. ", "", "", "48.1049961", "7.3754232", "France", "Colmar", "Agence de marketing", "494F+4F Colmar", "", "68000", "https://www.google.fr/maps/place/PUBLICIS+REGICOM/data=!4m7!3m6!1s0x4791663cd4d03c51:0xf11b397a9bab6625!8m2!3d48.1052581!4d7.3736626!16s%2Fg%2F11c468n4bf!19sChIJUTzQ1DxmkUcRJWarm3o5G_E?authuser=0&hl=fr&rclk=1"
"WeeMixt | Agence web en france", "", "07 80 90 11 80", "weemixt.com", "", "Contact@weemixt.com", "dimanche, Fermé; lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi, de 09:00 à 17:00; jeudi, de 09:00 à 17:00; vendredi, de 09:00 à 17:00; samedi, de 09:00 à 14:00. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/WeeMixt+%7C+Agence+web+en+france/data=!4m7!3m6!1s0x42ba3bf0d99488d3:0x3c7219304b7ac642!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11sh4hrhfb!19sChIJ04iU2fA7ukIRQsZ6SzAZcjw?authuser=0&hl=fr&rclk=1"
"Neforia Agency", "", "07 81 38 47 87", "neforia.fr", "", "info@mystunningwebsite.com", "mercredi, de 10:00 à 20:00; jeudi, de 10:00 à 20:00; vendredi, de 10:00 à 20:00; samedi, Fermé; dimanche, Fermé; lundi, de 10:00 à 20:00; mardi, de 10:00 à 20:00. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Neforia+Agency/data=!4m7!3m6!1s0x8561fae615a589f3:0x203ac606c6bf57b8!8m2!3d48.68077!4d2.5026636!16s%2Fg%2F11sk2pf1gg!19sChIJ84mlFeb6YYURuFe_xgbGOiA?authuser=0&hl=fr&rclk=1"
"Com'Pulse", "", "06 64 74 60 55", "compulse.fr", "", "Consultant@CompulseSAS.com", "jeudi, de 09:00 à 17:00; vendredi, de 09:00 à 17:00; samedi, de 09:00 à 12:00; dimanche, Fermé; lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi, de 09:00 à 12:00. ", "3 ", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Com%27Pulse/data=!4m7!3m6!1s0x47e5d98df7f693eb:0x378a4b7c66d1e6fc!8m2!3d48.68077!4d2.5026636!16s%2Fg%2F11j00pptjt!19sChIJ65P2943Z5UcR_ObRZnxLijc?authuser=0&hl=fr&rclk=1"
"Agence digitale internationale Experts SEA - Google Ads", "45 Rue Pierre et Marie Curie, 91170 Viry-Châtillon", "06 46 33 47 77", "experts-sea.com", "", "syfaxsadeg@gmail.com", "", "", "4,0  ", "48.678677", "2.3705704", "France", "Viry Châtillon", "Agence de marketing", "M9HC+F7 Viry-Châtillon", "", "91170", "https://www.google.fr/maps/place/Agence+digitale+internationale+Experts+SEA+-+Google+Ads/data=!4m7!3m6!1s0x47e5df002438741d:0xda7398140b693bd3!8m2!3d48.6786507!4d2.3707338!16s%2Fg%2F11ryqm6fq5!19sChIJHXQ4JADf5UcR0ztpCxSYc9o?authuser=0&hl=fr&rclk=1"
"Kyros agency", "", "06 95 88 75 97", "kyros-agency.com", "", "contact@kyros-agency.com", "lundi, de 09:30 à 18:00; mardi, de 09:30 à 18:00; mercredi, de 09:30 à 18:00; jeudi, de 09:30 à 18:00; vendredi, de 09:30 à 18:00; samedi, de 09:30 à 17:00; dimanche, Fermé. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Kyros+agency/data=!4m7!3m6!1s0x8ee7684a279dbde5:0x32edb6f50895411a!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11t6nmpjlj!19sChIJ5b2dJ0po544RGkGVCPW27TI?authuser=0&hl=fr&rclk=1"
"La Bernik", "Imp. Surcouf, 56520 Guidel", "06 07 77 35 15", "labernik.fr", "", "contact@labernik.fr", "vendredi, de 10:30 à 19:00; samedi, Fermé; dimanche, Fermé; lundi, de 10:30 à 19:00; mardi, de 10:30 à 19:00; mercredi (Toussaint), de 10:30 à 19:00, Les horaires peuvent être modifiés.; jeudi, de 10:30 à 19:00. ", "", "5,0  ", "47.7758091", "-3.5192027", "France", "Guidel", "Agence de marketing", "QFGJ+87 Guidel", "", "56520", "https://www.google.fr/maps/place/La+Bernik/data=!4m7!3m6!1s0x4810f3ee2668c24b:0x4a9592367b2b47ab!8m2!3d47.7757901!4d-3.5193592!16s%2Fg%2F11hz8rn64k!19sChIJS8JoJu7zEEgRq0crezaSlUo?authuser=0&hl=fr&rclk=1"
"R DIGITAL - PARIS", "16 Chem. du Syndicat des Cultivateurs, 92150 Suresnes", "06 27 81 58 42", "rdigital.be", "", "info@rdigital.be", "", "", "", "", "", "France", "Suresnes", "Agence de marketing", "V685+6H Suresnes", "", "92150", "https://www.google.fr/maps/place/R+DIGITAL+-+PARIS/data=!4m7!3m6!1s0x47e6659303d5ee91:0x7d266c2a8a8853af!8m2!3d48.8655746!4d2.2088939!16s%2Fg%2F11j7kc83f3!19sChIJke7VA5Nl5kcRr1OIiipsJn0?authuser=0&hl=fr&rclk=1"
"Studio Oeuvrier", "", "06 33 88 16 08", "studio-oeuvrier.fr", "", "studio.oeuvrier@gmail.comAppelez", "jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Studio+Oeuvrier/data=!4m7!3m6!1s0xa1aa547821c33437:0x842eb708d1947f9e!8m2!3d47.4173278!4d-0.4466715!16s%2Fg%2F11t29m8_xs!19sChIJNzTDIXhUqqERnn-U0Qi3LoQ?authuser=0&hl=fr&rclk=1"
